Area,Type,Date,Real GDP (Legacy),Real Personal Income per Capita
"Richmond, VA",MSA,2022-12-31,,58776.1
"Riverside-San Bernardino-Ontario, CA",MSA,2001-12-31,101690.806,32567.4
"Riverside-San Bernardino-Ontario, CA",MSA,2002-12-31,106817.428,32920.2
"Riverside-San Bernardino-Ontario, CA",MSA,2003-12-31,114050.844,33538.1
"Riverside-San Bernardino-Ontario, CA",MSA,2004-12-31,122088.301,34176.2
"Riverside-San Bernardino-Ontario, CA",MSA,2005-12-31,129833.324,34599.9
"Riverside-San Bernardino-Ontario, CA",MSA,2006-12-31,135297.614,35342.8
"Riverside-San Bernardino-Ontario, CA",MSA,2007-12-31,137392.79,35455.0
"Riverside-San Bernardino-Ontario, CA",MSA,2008-12-31,134031.89,34552.9
"Riverside-San Bernardino-Ontario, CA",MSA,2009-12-31,126965.963,33525.6
"Riverside-San Bernardino-Ontario, CA",MSA,2010-12-31,129375.751,33399.9
"Riverside-San Bernardino-Ontario, CA",MSA,2011-12-31,131676.489,34081.1
"Riverside-San Bernardino-Ontario, CA",MSA,2012-12-31,131712.74,33930.8
"Riverside-San Bernardino-Ontario, CA",MSA,2013-12-31,135932.078,34206.1
"Riverside-San Bernardino-Ontario, CA",MSA,2014-12-31,139960.661,35125.8
"Riverside-San Bernardino-Ontario, CA",MSA,2015-12-31,145727.982,36913.7
"Riverside-San Bernardino-Ontario, CA",MSA,2016-12-31,148896.917,37925.3
"Riverside-San Bernardino-Ontario, CA",MSA,2017-12-31,153122.936,38228.9
"Riverside-San Bernardino-Ontario, CA",MSA,2018-12-31,158607.75,38875.2
"Riverside-San Bernardino-Ontario, CA",MSA,2019-12-31,163951.956,40697.2
"Riverside-San Bernardino-Ontario, CA",MSA,2020-12-31,161465.129,45087.0
"Riverside-San Bernardino-Ontario, CA",MSA,2021-12-31,171399.926,46396.0
"Riverside-San Bernardino-Ontario, CA",MSA,2022-12-31,,43438.5
"Roanoke, VA",MSA,2001-12-31,13492.278,38944.4
"Roanoke, VA",MSA,2002-12-31,13377.902,39519.4
"Roanoke, VA",MSA,2003-12-31,13488.518,39483.2
"Roanoke, VA",MSA,2004-12-31,13429.152,40214.1
"Roanoke, VA",MSA,2005-12-31,13945.169,40080.3
"Roanoke, VA",MSA,2006-12-31,14341.952,40418.2
"Roanoke, VA",MSA,2007-12-31,14666.542,41682.2
"Roanoke, VA",MSA,2008-12-31,14670.891,42103.2
"Roanoke, VA",MSA,2009-12-31,14124.384,41260.0
"Roanoke, VA",MSA,2010-12-31,14345.693,41269.5
"Roanoke, VA",MSA,2011-12-31,14287.139,41676.8
"Roanoke, VA",MSA,2012-12-31,14215.299,42863.7
"Roanoke, VA",MSA,2013-12-31,14473.11,41417.5
"Roanoke, VA",MSA,2014-12-31,14669.972,41986.7
"Roanoke, VA",MSA,2015-12-31,14950.274,43838.6
"Roanoke, VA",MSA,2016-12-31,14693.691,43734.5
"Roanoke, VA",MSA,2017-12-31,14546.598,43812.8
"Roanoke, VA",MSA,2018-12-31,14734.517,44364.5
"Roanoke, VA",MSA,2019-12-31,14568.847,44865.4
"Roanoke, VA",MSA,2020-12-31,14325.714,47568.1
"Roanoke, VA",MSA,2021-12-31,15012.147,49099.3
"Roanoke, VA",MSA,2022-12-31,,47605.5
"Rochester, MN",MSA,2001-12-31,7929.356,42590.3
"Rochester, MN",MSA,2002-12-31,8493.105,43143.6
"Rochester, MN",MSA,2003-12-31,9121.743,44596.8
"Rochester, MN",MSA,2004-12-31,9586.062,44786.2
"Rochester, MN",MSA,2005-12-31,9768.971,43455.5
"Rochester, MN",MSA,2006-12-31,9971.642,44030.0
"Rochester, MN",MSA,2007-12-31,9983.127,45225.2
"Rochester, MN",MSA,2008-12-31,10304.44,45758.9
"Rochester, MN",MSA,2009-12-31,10221.102,45187.3
"Rochester, MN",MSA,2010-12-31,10683.803,47071.3
"Rochester, MN",MSA,2011-12-31,10816.14,47431.1
"Rochester, MN",MSA,2012-12-31,11061.731,48676.8
"Rochester, MN",MSA,2013-12-31,11300.037,48092.7
"Rochester, MN",MSA,2014-12-31,11453.623,48436.5
"Rochester, MN",MSA,2015-12-31,11755.182,50041.1
"Rochester, MN",MSA,2016-12-31,11895.104,50310.9
"Rochester, MN",MSA,2017-12-31,12328.218,51283.2
"Rochester, MN",MSA,2018-12-31,12797.983,52471.3
"Rochester, MN",MSA,2019-12-31,13033.699,52946.0
"Rochester, MN",MSA,2020-12-31,12793.237,56306.1
"Rochester, MN",MSA,2021-12-31,13390.49,58411.9
"Rochester, MN",MSA,2022-12-31,,56016.6
"Rochester, NY",MSA,2001-12-31,52378.614,40604.6
"Rochester, NY",MSA,2002-12-31,52628.821,40275.4
"Rochester, NY",MSA,2003-12-31,53338.482,40084.5
"Rochester, NY",MSA,2004-12-31,53521.992,40500.0
"Rochester, NY",MSA,2005-12-31,52963.662,40141.7
"Rochester, NY",MSA,2006-12-31,53338.417,40562.2
"Rochester, NY",MSA,2007-12-31,53825.915,41604.2
"Rochester, NY",MSA,2008-12-31,54732.299,42652.3
"Rochester, NY",MSA,2009-12-31,54786.685,42911.7
"Rochester, NY",MSA,2010-12-31,56347.052,43748.4
"Rochester, NY",MSA,2011-12-31,54870.606,44463.6
"Rochester, NY",MSA,2012-12-31,54977.646,45325.7
"Rochester, NY",MSA,2013-12-31,54435.188,44379.1
"Rochester, NY",MSA,2014-12-31,53925.133,44405.0
"Rochester, NY",MSA,2015-12-31,54924.318,46508.0
"Rochester, NY",MSA,2016-12-31,54930.275,46719.6
"Rochester, NY",MSA,2017-12-31,55044.714,48183.0
"Rochester, NY",MSA,2018-12-31,55551.206,48288.4
"Rochester, NY",MSA,2019-12-31,57478.797,49522.1
"Rochester, NY",MSA,2020-12-31,54633.406,53165.6
"Rochester, NY",MSA,2021-12-31,57284.692,53538.5
"Rochester, NY",MSA,2022-12-31,,49897.1
"Rockford, IL",MSA,2001-12-31,13116.714,36952.7
"Rockford, IL",MSA,2002-12-31,13369.413,37130.2
"Rockford, IL",MSA,2003-12-31,13623.39,36982.4
"Rockford, IL",MSA,2004-12-31,13945.563,36741.0
"Rockford, IL",MSA,2005-12-31,14192.146,36794.8
"Rockford, IL",MSA,2006-12-31,14655.702,38058.4
"Rockford, IL",MSA,2007-12-31,14877.919,38605.0
"Rockford, IL",MSA,2008-12-31,14676.383,38185.6
"Rockford, IL",MSA,2009-12-31,13485.879,37111.7
"Rockford, IL",MSA,2010-12-31,13562.448,37284.4
"Rockford, IL",MSA,2011-12-31,14012.729,37831.4
"Rockford, IL",MSA,2012-12-31,14077.488,38150.4
"Rockford, IL",MSA,2013-12-31,13830.82,38573.2
"Rockford, IL",MSA,2014-12-31,13912.003,39010.5
"Rockford, IL",MSA,2015-12-31,14122.149,40621.6
"Rockford, IL",MSA,2016-12-31,14047.34,40425.6
"Rockford, IL",MSA,2017-12-31,14209.845,41467.3
"Rockford, IL",MSA,2018-12-31,14649.214,42369.7
"Rockford, IL",MSA,2019-12-31,14540.1,42408.1
"Rockford, IL",MSA,2020-12-31,13275.199,45048.5
"Rockford, IL",MSA,2021-12-31,14007.853,47104.4
"Rockford, IL",MSA,2022-12-31,,43782.7
"Rocky Mount, NC",MSA,2001-12-31,6006.259,33901.1
"Rocky Mount, NC",MSA,2002-12-31,5879.408,33155.9
"Rocky Mount, NC",MSA,2003-12-31,5946.918,33214.4
"Rocky Mount, NC",MSA,2004-12-31,5967.287,33903.8
"Rocky Mount, NC",MSA,2005-12-31,6093.696,33996.1
"Rocky Mount, NC",MSA,2006-12-31,6297.022,34392.4
"Rocky Mount, NC",MSA,2007-12-31,6278.498,35013.1
"Rocky Mount, NC",MSA,2008-12-31,6299.031,35631.2
"Rocky Mount, NC",MSA,2009-12-31,7580.118,35657.0
"Rocky Mount, NC",MSA,2010-12-31,6855.653,35152.6
"Rocky Mount, NC",MSA,2011-12-31,6284.756,35143.1
"Rocky Mount, NC",MSA,2012-12-31,5491.195,35789.0
"Rocky Mount, NC",MSA,2013-12-31,5557.04,34806.0
"Rocky Mount, NC",MSA,2014-12-31,6919.116,35935.1
"Rocky Mount, NC",MSA,2015-12-31,7704.621,36938.0
"Rocky Mount, NC",MSA,2016-12-31,7673.403,37019.4
"Rocky Mount, NC",MSA,2017-12-31,6383.556,37592.9
"Rocky Mount, NC",MSA,2018-12-31,5956.66,38408.8
"Rocky Mount, NC",MSA,2019-12-31,5782.794,40032.2
"Rocky Mount, NC",MSA,2020-12-31,5799.66,42543.8
"Rocky Mount, NC",MSA,2021-12-31,6268.97,43985.6
"Rocky Mount, NC",MSA,2022-12-31,,41621.4
"Rome, GA",MSA,2001-12-31,4115.087,33355.1
"Rome, GA",MSA,2002-12-31,3666.141,33674.9
"Rome, GA",MSA,2003-12-31,3695.228,33821.7
"Rome, GA",MSA,2004-12-31,3833.567,34722.8
"Rome, GA",MSA,2005-12-31,3733.61,33805.2
"Rome, GA",MSA,2006-12-31,3766.869,33694.3
"Rome, GA",MSA,2007-12-31,3806.906,33896.0
"Rome, GA",MSA,2008-12-31,3776.372,33477.9
"Rome, GA",MSA,2009-12-31,3643.256,32989.7
"Rome, GA",MSA,2010-12-31,3684.241,33399.5
"Rome, GA",MSA,2011-12-31,3670.638,33613.8
"Rome, GA",MSA,2012-12-31,3578.806,33371.1
"Rome, GA",MSA,2013-12-31,3473.568,33202.6
"Rome, GA",MSA,2014-12-31,3625.721,34363.5
"Rome, GA",MSA,2015-12-31,3734.257,35712.8
"Rome, GA",MSA,2016-12-31,3879.744,36133.9
"Rome, GA",MSA,2017-12-31,3751.916,36164.6
"Rome, GA",MSA,2018-12-31,3715.154,36688.1
"Rome, GA",MSA,2019-12-31,3674.465,37413.9
"Rome, GA",MSA,2020-12-31,3503.874,39130.8
"Rome, GA",MSA,2021-12-31,3718.784,40645.4
"Rome, GA",MSA,2022-12-31,,38026.2
"Sacramento-Roseville-Folsom, CA",MSA,2001-12-31,87619.7,44139.7
"Sacramento-Roseville-Folsom, CA",MSA,2002-12-31,90481.491,43977.0
"Sacramento-Roseville-Folsom, CA",MSA,2003-12-31,94760.636,44584.9
"Sacramento-Roseville-Folsom, CA",MSA,2004-12-31,98309.724,45243.0
"Sacramento-Roseville-Folsom, CA",MSA,2005-12-31,102920.663,45311.3
"Sacramento-Roseville-Folsom, CA",MSA,2006-12-31,105844.211,46334.8
"Sacramento-Roseville-Folsom, CA",MSA,2007-12-31,106846.51,46657.9
"Sacramento-Roseville-Folsom, CA",MSA,2008-12-31,106069.929,46315.3
"Sacramento-Roseville-Folsom, CA",MSA,2009-12-31,102442.692,45120.1
"Sacramento-Roseville-Folsom, CA",MSA,2010-12-31,100861.605,45078.0
"Sacramento-Roseville-Folsom, CA",MSA,2011-12-31,102506.854,45764.8
"Sacramento-Roseville-Folsom, CA",MSA,2012-12-31,103253.837,46310.3
"Sacramento-Roseville-Folsom, CA",MSA,2013-12-31,106018.775,46705.2
"Sacramento-Roseville-Folsom, CA",MSA,2014-12-31,108470.656,48128.8
"Sacramento-Roseville-Folsom, CA",MSA,2015-12-31,112727.657,50653.9
"Sacramento-Roseville-Folsom, CA",MSA,2016-12-31,114781.738,51542.9
"Sacramento-Roseville-Folsom, CA",MSA,2017-12-31,117888.991,52134.1
"Sacramento-Roseville-Folsom, CA",MSA,2018-12-31,122722.465,53069.0
"Sacramento-Roseville-Folsom, CA",MSA,2019-12-31,126454.816,54736.8
"Sacramento-Roseville-Folsom, CA",MSA,2020-12-31,123603.642,58978.3
"Sacramento-Roseville-Folsom, CA",MSA,2021-12-31,130674.159,61188.2
"Sacramento-Roseville-Folsom, CA",MSA,2022-12-31,,57685.9
"Saginaw, MI",MSA,2001-12-31,7690.368,34071.7
"Saginaw, MI",MSA,2002-12-31,7875.608,33150.8
"Saginaw, MI",MSA,2003-12-31,8167.337,33171.7
"Saginaw, MI",MSA,2004-12-31,8094.3,33489.5
"Saginaw, MI",MSA,2005-12-31,8264.652,32808.7
"Saginaw, MI",MSA,2006-12-31,8069.087,32713.9
"Saginaw, MI",MSA,2007-12-31,7792.882,33008.2
"Saginaw, MI",MSA,2008-12-31,7277.652,33045.8
"Saginaw, MI",MSA,2009-12-31,6877.3,32999.7
"Saginaw, MI",MSA,2010-12-31,7226.897,33746.5
"Saginaw, MI",MSA,2011-12-31,7368.066,34374.5
"Saginaw, MI",MSA,2012-12-31,7357.994,34093.1
"Saginaw, MI",MSA,2013-12-31,7384.217,34376.2
"Saginaw, MI",MSA,2014-12-31,7219.274,34799.5
"Saginaw, MI",MSA,2015-12-31,7228.249,36365.9
"Saginaw, MI",MSA,2016-12-31,7391.885,36948.7
"Saginaw, MI",MSA,2017-12-31,7358.531,37044.3
"Saginaw, MI",MSA,2018-12-31,7572.221,38729.6
"Saginaw, MI",MSA,2019-12-31,7745.002,39455.9
"Saginaw, MI",MSA,2020-12-31,7399.513,43662.6
"Saginaw, MI",MSA,2021-12-31,7883.704,44566.0
"Saginaw, MI",MSA,2022-12-31,,41105.5
"Salem, OR",MSA,2001-12-31,11435.881,32966.2
"Salem, OR",MSA,2002-12-31,11665.99,32513.5
"Salem, OR",MSA,2003-12-31,12033.885,32922.7
"Salem, OR",MSA,2004-12-31,12216.029,33096.3
"Salem, OR",MSA,2005-12-31,12835.123,33485.7
"Salem, OR",MSA,2006-12-31,13663.095,35157.2
"Salem, OR",MSA,2007-12-31,13499.572,35037.0
"Salem, OR",MSA,2008-12-31,13668.923,35618.8
"Salem, OR",MSA,2009-12-31,13103.658,34835.3
"Salem, OR",MSA,2010-12-31,13197.639,34639.1
"Salem, OR",MSA,2011-12-31,12906.194,34673.9
"Salem, OR",MSA,2012-12-31,12997.079,34979.7
"Salem, OR",MSA,2013-12-31,12972.798,35000.0
"Salem, OR",MSA,2014-12-31,13346.124,36515.6
"Salem, OR",MSA,2015-12-31,14050.087,38537.2
"Salem, OR",MSA,2016-12-31,14738.978,39380.0
"Salem, OR",MSA,2017-12-31,15400.121,40173.2
"Salem, OR",MSA,2018-12-31,16184.131,41185.4
"Salem, OR",MSA,2019-12-31,16624.13,42753.8
"Salem, OR",MSA,2020-12-31,16438.502,46288.5
"Salem, OR",MSA,2021-12-31,17338.364,48549.7
"Salem, OR",MSA,2022-12-31,,46180.5
"Salinas, CA",MSA,2001-12-31,21016.429,42000.2
"Salinas, CA",MSA,2002-12-31,22188.403,41750.1
"Salinas, CA",MSA,2003-12-31,22130.781,42792.6
"Salinas, CA",MSA,2004-12-31,19859.471,43014.7
"Salinas, CA",MSA,2005-12-31,20305.925,43658.8
"Salinas, CA",MSA,2006-12-31,21769.566,46270.0
"Salinas, CA",MSA,2007-12-31,20775.17,46902.7
"Salinas, CA",MSA,2008-12-31,20448.397,45346.2
"Salinas, CA",MSA,2009-12-31,21833.524,45089.6
"Salinas, CA",MSA,2010-12-31,21336.279,45301.9
"Salinas, CA",MSA,2011-12-31,20088.899,44666.6
"Salinas, CA",MSA,2012-12-31,20853.659,45351.8
"Salinas, CA",MSA,2013-12-31,22080.506,46308.5
"Salinas, CA",MSA,2014-12-31,22452.847,47749.2
"Salinas, CA",MSA,2015-12-31,24189.253,51138.1
"Salinas, CA",MSA,2016-12-31,24813.563,51727.0
"Salinas, CA",MSA,2017-12-31,25092.673,51861.4
"Salinas, CA",MSA,2018-12-31,25930.853,51296.3
"Salinas, CA",MSA,2019-12-31,26427.441,53599.7
"Salinas, CA",MSA,2020-12-31,25645.742,57548.9
"Salinas, CA",MSA,2021-12-31,26112.268,59448.1
"Salinas, CA",MSA,2022-12-31,,56120.4
"Salisbury, MD-DE",MSA,2001-12-31,14513.012,37034.8
"Salisbury, MD-DE",MSA,2002-12-31,14100.974,36919.7
"Salisbury, MD-DE",MSA,2003-12-31,14579.67,37998.8
"Salisbury, MD-DE",MSA,2004-12-31,15379.385,40366.1
"Salisbury, MD-DE",MSA,2005-12-31,16224.37,40381.1
"Salisbury, MD-DE",MSA,2006-12-31,16707.088,40440.9
"Salisbury, MD-DE",MSA,2007-12-31,16858.777,40841.2
"Salisbury, MD-DE",MSA,2008-12-31,17063.242,41350.6
"Salisbury, MD-DE",MSA,2009-12-31,16844.453,40248.3
"Salisbury, MD-DE",MSA,2010-12-31,16319.5,39999.1
"Salisbury, MD-DE",MSA,2011-12-31,16462.392,40671.8
"Salisbury, MD-DE",MSA,2012-12-31,16537.317,41106.0
"Salisbury, MD-DE",MSA,2013-12-31,17328.232,42158.9
"Salisbury, MD-DE",MSA,2014-12-31,18269.778,43467.3
"Salisbury, MD-DE",MSA,2015-12-31,19695.718,46280.5
"Salisbury, MD-DE",MSA,2016-12-31,19482.148,45868.1
"Salisbury, MD-DE",MSA,2017-12-31,19151.148,46584.2
"Salisbury, MD-DE",MSA,2018-12-31,19460.392,47192.0
"Salisbury, MD-DE",MSA,2019-12-31,20156.637,48096.1
"Salisbury, MD-DE",MSA,2020-12-31,19378.634,49710.1
"Salisbury, MD-DE",MSA,2021-12-31,20598.156,52327.8
"Salisbury, MD-DE",MSA,2022-12-31,,50788.5
"Salt Lake City, UT",MSA,2001-12-31,50133.443,36808.6
"Salt Lake City, UT",MSA,2002-12-31,51230.893,36933.7
"Salt Lake City, UT",MSA,2003-12-31,51480.049,36728.5
"Salt Lake City, UT",MSA,2004-12-31,54961.951,37512.5
"Salt Lake City, UT",MSA,2005-12-31,58366.14,39265.3
"Salt Lake City, UT",MSA,2006-12-31,62756.113,41875.3
"Salt Lake City, UT",MSA,2007-12-31,65442.73,42914.3
"Salt Lake City, UT",MSA,2008-12-31,65151.931,42529.7
"Salt Lake City, UT",MSA,2009-12-31,63006.654,39889.2
"Salt Lake City, UT",MSA,2010-12-31,64518.692,39436.9
"Salt Lake City, UT",MSA,2011-12-31,67537.484,40800.7
"Salt Lake City, UT",MSA,2012-12-31,69166.171,41923.8
"Salt Lake City, UT",MSA,2013-12-31,70185.012,41848.3
"Salt Lake City, UT",MSA,2014-12-31,71983.383,42912.2
"Salt Lake City, UT",MSA,2015-12-31,74487.337,45578.3
"Salt Lake City, UT",MSA,2016-12-31,77978.519,46532.4
"Salt Lake City, UT",MSA,2017-12-31,80876.614,47501.9
"Salt Lake City, UT",MSA,2018-12-31,86132.125,49003.3
"Salt Lake City, UT",MSA,2019-12-31,89432.632,50415.4
"Salt Lake City, UT",MSA,2020-12-31,90391.571,53895.6
"Salt Lake City, UT",MSA,2021-12-31,96832.917,57266.7
"Salt Lake City, UT",MSA,2022-12-31,,56087.0
"San Angelo, TX",MSA,2001-12-31,4349.722,35779.1
"San Angelo, TX",MSA,2002-12-31,4303.424,35931.8
"San Angelo, TX",MSA,2003-12-31,4242.424,36912.2
"San Angelo, TX",MSA,2004-12-31,4243.737,36530.3
"San Angelo, TX",MSA,2005-12-31,4273.895,38153.0
"San Angelo, TX",MSA,2006-12-31,4372.438,38504.5
"San Angelo, TX",MSA,2007-12-31,4504.005,39284.6
"San Angelo, TX",MSA,2008-12-31,4746.769,43933.9
"San Angelo, TX",MSA,2009-12-31,5070.441,40614.4
"San Angelo, TX",MSA,2010-12-31,5362.161,41815.6
"San Angelo, TX",MSA,2011-12-31,5571.016,42761.2
"San Angelo, TX",MSA,2012-12-31,6039.633,43801.5
"San Angelo, TX",MSA,2013-12-31,6831.669,43944.0
"San Angelo, TX",MSA,2014-12-31,7453.863,47011.8
"San Angelo, TX",MSA,2015-12-31,7675.892,44545.0
"San Angelo, TX",MSA,2016-12-31,7203.085,42574.7
"San Angelo, TX",MSA,2017-12-31,7263.57,44407.3
"San Angelo, TX",MSA,2018-12-31,7584.315,47583.9
"San Angelo, TX",MSA,2019-12-31,8278.926,50107.3
"San Angelo, TX",MSA,2020-12-31,8417.518,53709.3
"San Angelo, TX",MSA,2021-12-31,8299.808,56011.2
"San Angelo, TX",MSA,2022-12-31,,54534.9
"San Antonio-New Braunfels, TX",MSA,2001-12-31,67690.954,37077.2
"San Antonio-New Braunfels, TX",MSA,2002-12-31,69585.75,37052.6
"San Antonio-New Braunfels, TX",MSA,2003-12-31,72145.434,37813.7
"San Antonio-New Braunfels, TX",MSA,2004-12-31,74706.186,37777.1
"San Antonio-New Braunfels, TX",MSA,2005-12-31,77715.081,38608.1
"San Antonio-New Braunfels, TX",MSA,2006-12-31,82294.602,39735.5
"San Antonio-New Braunfels, TX",MSA,2007-12-31,84368.054,40148.2
"San Antonio-New Braunfels, TX",MSA,2008-12-31,85071.903,41128.0
"San Antonio-New Braunfels, TX",MSA,2009-12-31,83215.501,39411.0
"San Antonio-New Braunfels, TX",MSA,2010-12-31,86358.863,40388.4
"San Antonio-New Braunfels, TX",MSA,2011-12-31,90112.788,42159.4
"San Antonio-New Braunfels, TX",MSA,2012-12-31,92574.642,42074.3
"San Antonio-New Braunfels, TX",MSA,2013-12-31,96610.508,42545.1
"San Antonio-New Braunfels, TX",MSA,2014-12-31,101555.514,44478.3
"San Antonio-New Braunfels, TX",MSA,2015-12-31,107312.809,44925.5
"San Antonio-New Braunfels, TX",MSA,2016-12-31,108986.346,44399.0
"San Antonio-New Braunfels, TX",MSA,2017-12-31,109386.182,45480.4
"San Antonio-New Braunfels, TX",MSA,2018-12-31,114629.113,46856.5
"San Antonio-New Braunfels, TX",MSA,2019-12-31,117688.706,46605.6
"San Antonio-New Braunfels, TX",MSA,2020-12-31,116002.106,47943.4
"San Antonio-New Braunfels, TX",MSA,2021-12-31,122836.022,49962.1
"San Antonio-New Braunfels, TX",MSA,2022-12-31,,47551.5
"San Diego-Chula Vista-Carlsbad, CA",MSA,2001-12-31,142064.204,45406.8
"San Diego-Chula Vista-Carlsbad, CA",MSA,2002-12-31,148243.518,46278.2
"San Diego-Chula Vista-Carlsbad, CA",MSA,2003-12-31,155870.562,47631.5
"San Diego-Chula Vista-Carlsbad, CA",MSA,2004-12-31,164695.156,49896.2
"San Diego-Chula Vista-Carlsbad, CA",MSA,2005-12-31,173137.412,50478.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2006-12-31,177089.324,51483.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2007-12-31,179912.955,51210.8
"San Diego-Chula Vista-Carlsbad, CA",MSA,2008-12-31,178717.613,50214.2
"San Diego-Chula Vista-Carlsbad, CA",MSA,2009-12-31,171102.638,48227.7
"San Diego-Chula Vista-Carlsbad, CA",MSA,2010-12-31,173540.455,48488.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2011-12-31,176546.834,49689.2
"San Diego-Chula Vista-Carlsbad, CA",MSA,2012-12-31,178241.243,50458.0
"San Diego-Chula Vista-Carlsbad, CA",MSA,2013-12-31,184862.88,50787.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2014-12-31,189967.417,52423.9
"San Diego-Chula Vista-Carlsbad, CA",MSA,2015-12-31,195600.126,54838.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2016-12-31,197159.662,56035.0
"San Diego-Chula Vista-Carlsbad, CA",MSA,2017-12-31,204289.241,56968.7
"San Diego-Chula Vista-Carlsbad, CA",MSA,2018-12-31,209678.423,57829.9
"San Diego-Chula Vista-Carlsbad, CA",MSA,2019-12-31,213886.409,59928.7
"San Diego-Chula Vista-Carlsbad, CA",MSA,2020-12-31,208634.274,64544.1
"San Diego-Chula Vista-Carlsbad, CA",MSA,2021-12-31,224954.46,67292.6
"San Diego-Chula Vista-Carlsbad, CA",MSA,2022-12-31,,64050.5
"San Francisco-Oakland-Berkeley, CA",MSA,2001-12-31,308080.917,65758.0
"San Francisco-Oakland-Berkeley, CA",MSA,2002-12-31,301358.679,63210.5
"San Francisco-Oakland-Berkeley, CA",MSA,2003-12-31,305361.569,62923.7
"San Francisco-Oakland-Berkeley, CA",MSA,2004-12-31,309302.937,64919.3
"San Francisco-Oakland-Berkeley, CA",MSA,2005-12-31,322146.145,66822.5
"San Francisco-Oakland-Berkeley, CA",MSA,2006-12-31,331140.866,70648.9
"San Francisco-Oakland-Berkeley, CA",MSA,2007-12-31,332995.058,71555.5
"San Francisco-Oakland-Berkeley, CA",MSA,2008-12-31,349237.136,69949.6
"San Francisco-Oakland-Berkeley, CA",MSA,2009-12-31,335822.266,66234.1
"San Francisco-Oakland-Berkeley, CA",MSA,2010-12-31,335782.258,66842.0
"San Francisco-Oakland-Berkeley, CA",MSA,2011-12-31,337524.821,69480.2
"San Francisco-Oakland-Berkeley, CA",MSA,2012-12-31,363995.871,72888.0
"San Francisco-Oakland-Berkeley, CA",MSA,2013-12-31,377149.625,72425.8
"San Francisco-Oakland-Berkeley, CA",MSA,2014-12-31,399519.935,75856.5
"San Francisco-Oakland-Berkeley, CA",MSA,2015-12-31,422319.182,81768.5
"San Francisco-Oakland-Berkeley, CA",MSA,2016-12-31,447059.989,85275.3
"San Francisco-Oakland-Berkeley, CA",MSA,2017-12-31,482610.882,89560.5
"San Francisco-Oakland-Berkeley, CA",MSA,2018-12-31,512110.063,94046.7
"San Francisco-Oakland-Berkeley, CA",MSA,2019-12-31,534563.964,96372.2
"San Francisco-Oakland-Berkeley, CA",MSA,2020-12-31,524208.702,103039.9
"San Francisco-Oakland-Berkeley, CA",MSA,2021-12-31,577347.865,114125.5
"San Francisco-Oakland-Berkeley, CA",MSA,2022-12-31,,106629.7
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2001-12-31,115771.34,67184.3
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2002-12-31,110593.27,62790.6
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2003-12-31,117126.73,62153.3
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2004-12-31,121706.408,62472.6
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2005-12-31,129351.071,63576.7
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2006-12-31,139185.049,67364.4
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2007-12-31,152612.764,70424.2
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2008-12-31,161545.942,67508.0
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2009-12-31,158675.723,63193.6
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2010-12-31,172968.476,66411.6
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2011-12-31,186415.533,69848.1
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2012-12-31,193663.421,74766.0
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2013-12-31,211714.427,73743.9
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2014-12-31,227291.153,78224.3
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2015-12-31,248011.43,84895.6
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2016-12-31,263975.948,90350.9
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2017-12-31,285711.515,96174.4
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2018-12-31,309686.325,102731.7
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2019-12-31,324594.517,106863.2
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2020-12-31,339612.611,117116.1
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2021-12-31,384702.32,130034.9
"San Jose-Sunnyvale-Santa Clara, CA",MSA,2022-12-31,,121951.7
"San Luis Obispo-Paso Robles, CA",MSA,2001-12-31,10995.612,40291.9
"San Luis Obispo-Paso Robles, CA",MSA,2002-12-31,12163.44,41008.7
"San Luis Obispo-Paso Robles, CA",MSA,2003-12-31,12419.563,41569.7
"San Luis Obispo-Paso Robles, CA",MSA,2004-12-31,12489.631,42781.7
"San Luis Obispo-Paso Robles, CA",MSA,2005-12-31,12899.462,43025.8
"San Luis Obispo-Paso Robles, CA",MSA,2006-12-31,13148.423,44700.5
"San Luis Obispo-Paso Robles, CA",MSA,2007-12-31,13050.741,45763.5
